# TUFS Basic Turkish Wordnet	tur	http://www.coelang.tufs.ac.jp/mt/tr/	CC BY 4.0
15210045-n	tur:lemma	Ocak
00056916-r	tur:lemma	bir şey değil
00056916-r	tur:exe	0	- Çok teşekkür ederim.\n- Bir şey değil.
00056916-r	tur:count	bir şey değil	1
00056916-r	tur:pron	bir şey değil			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1678.mp3	
00056916-r	tur:lemma	lütfen
00056916-r	tur:exe	0	Lütfen bana da yardım edebilir misiniz?
00056916-r	tur:exe	1	Daha sonra, bilgisayarınızın tüm fişlerinin prize takılı olup olmadığını kontrol ediniz lütfen.
00056916-r	tur:exe	2	Burada sigara içmeyiniz lütfen.
00056916-r	tur:exe	3	Benim bilgisayarımı bir daha kullanma lütfen.
00056916-r	tur:exe	4	Bir dakika lütfen....
00056916-r	tur:count	lütfen	5
00056916-r	tur:pron	lütfen			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1682.mp3	
00816481-a	tur:lemma	geç
00816481-a	tur:exe	0	Artık geç oldu, eve gidelim.
00816481-a	tur:exe	1	Ayhan Bey bugün geç kalktı.
00816481-a	tur:exe	2	Biraz geç kalacağım.
00816481-a	tur:exe	3	Ne kadar geç kalacaksın?
00816481-a	tur:exe	4	Otobüsler, trenler geç kalmamalı.
00816481-a	tur:exe	5	Trenin gecikmesi yüzünden derse geç kaldım. 
00816481-a	tur:count	geç	6
00816481-a	tur:pron	geç			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1763.mp3	
01901186-a	tur:lemma	geç
01901186-a	tur:exe	0	Artık geç oldu, eve gidelim.
01901186-a	tur:exe	1	Ayhan Bey bugün geç kalktı.
01901186-a	tur:exe	2	Biraz geç kalacağım.
01901186-a	tur:exe	3	Ne kadar geç kalacaksın?
01901186-a	tur:exe	4	Otobüsler, trenler geç kalmamalı.
01901186-a	tur:exe	5	Trenin gecikmesi yüzünden derse geç kaldım. 
01901186-a	tur:count	geç	6
01901186-a	tur:pron	geç			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1763.mp3	
04956594-n	tur:lemma	renk
04956594-n	tur:exe	0	Saçı ne renk?
04956594-n	tur:exe	1	Ne renk bir kalemdi?
04956594-n	tur:exe	2	Kırmızı renk.
04956594-n	tur:exe	3	Ben koyu renk severim.
04956594-n	tur:count	renk	4
04956594-n	tur:pron	renk			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1976.mp3	
04674968-n	tur:lemma	renk
04674968-n	tur:exe	0	Saçı ne renk?
04674968-n	tur:exe	1	Ne renk bir kalemdi?
04674968-n	tur:exe	2	Kırmızı renk.
04674968-n	tur:exe	3	Ben koyu renk severim.
04674968-n	tur:count	renk	4
04674968-n	tur:pron	renk			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1976.mp3	
07109730-n	tur:lemma	söz
07109730-n	tur:exe	0	O her zaman sözünü tutar.
07109730-n	tur:count	söz	1
07109730-n	tur:pron	söz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1950.mp3	
06282651-n	tur:lemma	söz
06282651-n	tur:exe	0	O her zaman sözünü tutar.
06282651-n	tur:count	söz	1
06282651-n	tur:pron	söz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1950.mp3	
00121135-r	tur:lemma	öyle
00121135-r	tur:exe	0	Öyle mi?
00121135-r	tur:exe	1	Murat öyle şey yapmaz.
00121135-r	tur:exe	2	Öyle mi?
00121135-r	tur:exe	3	Öyleyse cuma günü olsun.
00121135-r	tur:exe	4	Öyle mi?
00121135-r	tur:count	öyle	5
00121135-r	tur:pron	öyle			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1738.mp3	
04962784-n	tur:lemma	kırmızı
04962784-n	tur:exe	0	Oradaki kırmızı çantayı istiyorum.
04962784-n	tur:exe	1	Kırmızı şapka takan benim oğlum.
04962784-n	tur:exe	2	'Kırmızı ve Siyah'I yazan kimdi?
04962784-n	tur:exe	3	Kırmızı renk.
04962784-n	tur:count	kırmızı	4
04962784-n	tur:pron	kırmızı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1980.mp3	
03871083-n	tur:lemma	paket
03871083-n	tur:exe	0	Ankara'ya paket göndermek istiyorum.
03871083-n	tur:exe	1	Evet, günde bir paket içiyorum.
03871083-n	tur:exe	2	Bakkaldan bir paket sigara aldım.
03871083-n	tur:count	paket	3
03871083-n	tur:pron	paket			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1694.mp3	
02774630-n	tur:lemma	paket
02774630-n	tur:exe	0	Ankara'ya paket göndermek istiyorum.
02774630-n	tur:exe	1	Evet, günde bir paket içiyorum.
02774630-n	tur:exe	2	Bakkaldan bir paket sigara aldım.
02774630-n	tur:count	paket	3
02774630-n	tur:pron	paket			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1694.mp3	
07891726-n	tur:lemma	içki
07891726-n	tur:exe	0	Sizin içinizde içki içmeyen var mı?
07891726-n	tur:count	içki	1
07891726-n	tur:pron	içki			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1660.mp3	
07891726-n	tur:lemma	şarap
07891726-n	tur:exe	0	İlk defa bu kadar güzel şarap içtim.
07891726-n	tur:count	şarap	1
07891726-n	tur:pron	şarap			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1672.mp3	
07884567-n	tur:lemma	içki
07884567-n	tur:exe	0	Sizin içinizde içki içmeyen var mı?
07884567-n	tur:count	içki	1
07884567-n	tur:pron	içki			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1660.mp3	
07884567-n	tur:lemma	şarap
07884567-n	tur:exe	0	İlk defa bu kadar güzel şarap içtim.
07884567-n	tur:count	şarap	1
07884567-n	tur:pron	şarap			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1672.mp3	
07891433-n	tur:lemma	içki
07891433-n	tur:exe	0	Sizin içinizde içki içmeyen var mı?
07891433-n	tur:count	içki	1
07891433-n	tur:pron	içki			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1660.mp3	
07891433-n	tur:lemma	şarap
07891433-n	tur:exe	0	İlk defa bu kadar güzel şarap içtim.
07891433-n	tur:count	şarap	1
07891433-n	tur:pron	şarap			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1672.mp3	
15164463-n	tur:lemma	Cuma
15164463-n	tur:exe	0	Maalesef, cuma günü müdür ile buluşmam gerekiyor. 
15164463-n	tur:exe	1	Öyleyse cuma günü olsun.
15164463-n	tur:count	Cuma	2
15164463-n	tur:pron	Cuma			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1884.mp3	
03581125-n	tur:lemma	kavşak
03581125-n	tur:exe	0	Kavşakta arkadaşımla karşılaştım.
03581125-n	tur:count	kavşak	1
03581125-n	tur:pron	kavşak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1507.mp3	
02410393-a	tur:lemma	kalın
02410393-a	tur:exe	0	Çok kalın bir kitap okuyorsun.
02410393-a	tur:count	kalın	1
02410393-a	tur:pron	kalın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1739.mp3	
02410393-a	tur:lemma	kalın
02410393-a	tur:exe	0	Daha kalın kalem yok mu?
02410393-a	tur:count	kalın	1
02410393-a	tur:pron	kalın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1739.mp3	
02415390-a	tur:lemma	kalın
02415390-a	tur:exe	0	Çok kalın bir kitap okuyorsun.
02415390-a	tur:count	kalın	1
02415390-a	tur:pron	kalın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1739.mp3	
02756821-v	tur:lemma	yağmur yağ-
02756821-v	tur:exe	0	Bugün yağmur yağacak.
02756821-v	tur:exe	1	Bugün yağmur yağabilir. 
02756821-v	tur:exe	2	Kışın yağmur yağar.
02756821-v	tur:exe	3	Yağmur yağsın.  
02756821-v	tur:exe	4	Akşam yağmur yağacakmış, yanına şemsiye al.
02756821-v	tur:pron	yağmur yağ-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1938.mp3	
02529264-a	tur:lemma	ılık
02529264-a	tur:exe	0	Bugün hava ılık.
02529264-a	tur:count	ılık	1
02529264-a	tur:pron	ılık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1941.mp3	
01546111-v	tur:lemma	kalk-
01546111-v	tur:exe	0	Hoca geldi. Hemen kalktık.
01546111-v	tur:pron	kalk-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1574.mp3	
10142747-n	tur:lemma	baba anne
10142747-n	tur:exe	0	Babaannem yarın evimize gelecek.
10142747-n	tur:pron	baba anne			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1787.mp3	
07679356-n	tur:lemma	ekmek
07679356-n	tur:exe	0	Evde ekmek kalmadı.
07679356-n	tur:exe	1	Ekmek bıçağı.
07679356-n	tur:count	ekmek	2
07679356-n	tur:pron	ekmek			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1668.mp3	
03259505-n	tur:lemma	ev
03259505-n	tur:exe	0	İstersen sana ev adresimi yazıp vereyim.
03259505-n	tur:exe	1	Artık geç oldu, eve gidelim.
03259505-n	tur:exe	2	Benim evim buradan fazla uzak değil.
03259505-n	tur:exe	3	Benim evimde olacak.
03259505-n	tur:exe	4	Evimin yanında ırmak var.
03259505-n	tur:exe	5	Hırsız pencereden eve girmiş.
03259505-n	tur:count	ev	6
03259505-n	tur:pron	ev			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1559.mp3	
03544360-n	tur:lemma	ev
03544360-n	tur:exe	0	İstersen sana ev adresimi yazıp vereyim.
03544360-n	tur:exe	1	Artık geç oldu, eve gidelim.
03544360-n	tur:exe	2	Benim evim buradan fazla uzak değil.
03544360-n	tur:exe	3	Benim evimde olacak.
03544360-n	tur:exe	4	Evimin yanında ırmak var.
03544360-n	tur:exe	5	Hırsız pencereden eve girmiş.
03544360-n	tur:count	ev	6
03544360-n	tur:pron	ev			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1559.mp3	
03544360-n	tur:lemma	ev
03544360-n	tur:exe	0	Saat kaçta eve döneceksin?
03544360-n	tur:exe	1	Artık geç oldu, eve gidelim.
03544360-n	tur:exe	2	Dün akşam Osman'ın evine gittik, parti yaptık.
03544360-n	tur:count	ev	3
03544360-n	tur:pron	ev			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1559.mp3	
08559508-n	tur:lemma	ev
08559508-n	tur:exe	0	İstersen sana ev adresimi yazıp vereyim.
08559508-n	tur:exe	1	Artık geç oldu, eve gidelim.
08559508-n	tur:exe	2	Benim evim buradan fazla uzak değil.
08559508-n	tur:exe	3	Benim evimde olacak.
08559508-n	tur:exe	4	Evimin yanında ırmak var.
08559508-n	tur:exe	5	Hırsız pencereden eve girmiş.
08559508-n	tur:count	ev	6
08559508-n	tur:pron	ev			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1559.mp3	
08559508-n	tur:lemma	ev
08559508-n	tur:exe	0	Saat kaçta eve döneceksin?
08559508-n	tur:exe	1	Artık geç oldu, eve gidelim.
08559508-n	tur:exe	2	Dün akşam Osman'ın evine gittik, parti yaptık.
08559508-n	tur:count	ev	3
08559508-n	tur:pron	ev			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1559.mp3	
15210486-n	tur:lemma	Şubat
15210486-n	tur:exe	0	Türkiye'de Şubat'ta tatil var.
15210486-n	tur:count	Şubat	1
15210486-n	tur:pron	Şubat			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1861.mp3	
15167027-n	tur:lemma	dün akşam
15167027-n	tur:exe	0	Dün akşam Osman'ın evine gittik, parti yaptık.
15167027-n	tur:count	dün akşam	1
15167027-n	tur:pron	dün akşam			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1901.mp3	
03438257-n	tur:lemma	bardak
03438257-n	tur:exe	0	Bulaşık yıkarken bir bardak kırdı.
03438257-n	tur:count	bardak	1
03438257-n	tur:pron	bardak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1655.mp3	
08613593-n	tur:lemma	dış
08613593-n	tur:exe	0	Hafta sonunda şehrin dışına çıkıyoruz.
08613593-n	tur:count	dış	1
08613593-n	tur:pron	dış			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1773.mp3	
03338821-n	tur:lemma	negatif
03338821-n	tur:exe	0	O fotoğrafın negatifi bende.
03338821-n	tur:count	negatif	1
03338821-n	tur:pron	negatif			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1850.mp3	
06613686-n	tur:lemma	negatif
06613686-n	tur:exe	0	O fotoğrafın negatifi bende.
06613686-n	tur:count	negatif	1
06613686-n	tur:pron	negatif			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1850.mp3	
06613686-n	tur:lemma	film
06613686-n	tur:exe	0	Pazar günü hep evde film seyrediyorum.
06613686-n	tur:count	film	1
06613686-n	tur:pron	film			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1923.mp3	
06262567-n	tur:lemma	negatif
06262567-n	tur:exe	0	O fotoğrafın negatifi bende.
06262567-n	tur:count	negatif	1
06262567-n	tur:pron	negatif			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1850.mp3	
04096066-n	tur:lemma	yol
04096066-n	tur:exe	0	Özür dilerim Neşe, ben şu anda yoldayım.
04096066-n	tur:count	yol	1
04096066-n	tur:pron	yol			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1508.mp3	
15212739-n	tur:lemma	Eylül
15212739-n	tur:exe	0	Okul Eylül'de mi başlıyor?
15212739-n	tur:count	Eylül	1
15212739-n	tur:pron	Eylül			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1871.mp3	
77000079-a	tur:lemma	o
77000079-a	tur:exe	0	O fotoğrafın negatifi bende.
77000079-a	tur:exe	1	O köşeden dönerseniz hemen evimi görürsünüz.
77000079-a	tur:exe	2	O zaman saat 4'te okulda görüşelim.
77000079-a	tur:exe	3	O lokantada yemek yiyelim.
77000079-a	tur:exe	4	Dokunma! O çok pis!
77000079-a	tur:exe	5	Onun üstüne hiçbir şey koyma.
77000079-a	tur:count	o	13
77000079-a	tur:pron	o			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1722.mp3	
14524198-n	tur:lemma	bulutlu
14524198-n	tur:exe	0	Hava bulutlu.
14524198-n	tur:count	bulutlu	1
14524198-n	tur:pron	bulutlu			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1943.mp3	
13828795-n	tur:lemma	boy
13828795-n	tur:exe	0	Büyük boy bir defter arıyorum.
13828795-n	tur:exe	1	Boyu ne kadar?
13828795-n	tur:count	boy	2
13828795-n	tur:pron	boy			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1776.mp3	
00543233-n	tur:lemma	müzik
00543233-n	tur:exe	0	Müzik sanatlardan biridir.
00543233-n	tur:count	müzik	1
00543233-n	tur:pron	müzik			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1927.mp3	
05718556-n	tur:lemma	müzik
05718556-n	tur:exe	0	Müzik sanatlardan biridir.
05718556-n	tur:count	müzik	1
05718556-n	tur:pron	müzik			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1927.mp3	
05718935-n	tur:lemma	müzik
05718935-n	tur:exe	0	Müzik sanatlardan biridir.
05718935-n	tur:count	müzik	1
05718935-n	tur:pron	müzik			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1927.mp3	
07020895-n	tur:lemma	müzik
07020895-n	tur:exe	0	Müzik sanatlardan biridir.
07020895-n	tur:count	müzik	1
07020895-n	tur:pron	müzik			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1927.mp3	
00409709-r	tur:lemma	yakında
00409709-r	tur:exe	0	Yakında hastane var mı acaba?
00409709-r	tur:count	yakında	1
00409709-r	tur:pron	yakında			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1580.mp3	
08641113-n	tur:lemma	yakında
08641113-n	tur:exe	0	Yakında hastane var mı acaba?
08641113-n	tur:count	yakında	1
08641113-n	tur:pron	yakında			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1580.mp3	
03112099-n	tur:lemma	koridor
03112099-n	tur:exe	0	Öğrenciler koridorda toplandılar.
03112099-n	tur:count	koridor	1
03112099-n	tur:pron	koridor			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1601.mp3	
03661043-n	tur:lemma	kütüphane
03661043-n	tur:exe	0	Kütüphanede ders çalışıyorum.
03661043-n	tur:count	kütüphane	1
03661043-n	tur:pron	kütüphane			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1525.mp3	
07840804-n	tur:lemma	yumurta
07840804-n	tur:exe	0	Markete gidip 10 tane yumurta al.
07840804-n	tur:count	yumurta	1
07840804-n	tur:pron	yumurta			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1834.mp3	
90000502-n	tur:lemma	bu yıl
90000502-n	tur:exe	0	Bu yıl hiç kar yağmadı.
90000502-n	tur:count	bu yıl	1
90000502-n	tur:pron	bu yıl			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1887.mp3	
03908204-n	tur:lemma	kurşun kalem
03908204-n	tur:exe	0	Sınavda kurşun kalem kullanmalısınız.
03908204-n	tur:count	kurşun kalem	1
03908204-n	tur:pron	kurşun kalem			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1844.mp3	
14796748-n	tur:lemma	kurşun kalem
14796748-n	tur:exe	0	Sınavda kurşun kalem kullanmalısınız.
14796748-n	tur:count	kurşun kalem	1
14796748-n	tur:pron	kurşun kalem			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1844.mp3	
05282433-n	tur:lemma	diş
05282433-n	tur:exe	0	Dişim ağrıyor.
05282433-n	tur:count	diş	1
05282433-n	tur:pron	diş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1624.mp3	
05282746-n	tur:lemma	diş
05282746-n	tur:exe	0	Dişim ağrıyor.
05282746-n	tur:count	diş	1
05282746-n	tur:pron	diş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1624.mp3	
01649720-a	tur:lemma	genç
01649720-a	tur:exe	0	Annem gençken şarkıcıydı.
01649720-a	tur:count	genç	1
01649720-a	tur:pron	genç			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1744.mp3	
01646941-a	tur:lemma	genç
01646941-a	tur:exe	0	Annem gençken şarkıcıydı.
01646941-a	tur:count	genç	1
01646941-a	tur:pron	genç			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1744.mp3	
00514884-a	tur:lemma	bütün
00514884-a	tur:exe	0	Bütün gün senden telefon bekledim.
00514884-a	tur:exe	1	Çünkü yarın bütün gün ders çalışmam gerekiyor.
00514884-a	tur:count	bütün	2
00514884-a	tur:pron	bütün			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1912.mp3	
00988232-a	tur:lemma	ince
00988232-a	tur:exe	0	Duygu'nun çok ince parmakları var.
00988232-a	tur:count	ince	1
00988232-a	tur:pron	ince			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1741.mp3	
01029368-v	tur:lemma	adı　～
01029368-v	tur:exe	0	Bunun adı dolma kalem.
01029368-v	tur:pron	adı　～			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1572.mp3	
77000084-n	tur:lemma	neresi
77000084-n	tur:lemma	nerede
77000084-n	tur:exe	0	Kahraman Maraş neresi?
77000084-n	tur:exe	1	Çantam nerede?
77000084-n	tur:exe	2	Affedersiniz, lavabo nerede?
77000084-n	tur:exe	3	Ablan nerede oturuyor?
77000084-n	tur:exe	4	Nerede pul alabilirim?
77000084-n	tur:exe	5	Terlik nerede?
77000084-n	tur:exe	6	Nerede soya sosu buldun?
77000084-n	tur:exe	7	Nerede oturuyorsunuz ?
77000084-n	tur:exe	8	Şu anda nerede, biliyor musunuz?
77000084-n	tur:exe	9	Toplantı salonu nerede?
77000084-n	tur:exe	10	Parti nerede olacak?
77000084-n	tur:count	neresi	1
77000084-n	tur:count	nerede	10
77000084-n	tur:pron	nerede			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1584.mp3	
00220082-a	tur:lemma	güzel
00220082-a	tur:exe	0	Güzel bir prenses varmış.                        
00220082-a	tur:count	güzel	1
00220082-a	tur:pron	güzel			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1661.mp3	
01586342-a	tur:lemma	güzel
01586342-a	tur:exe	0	Güzel bir prenses varmış.                        
01586342-a	tur:count	güzel	1
01586342-a	tur:pron	güzel			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1661.mp3	
01586342-a	tur:lemma	iyi
01586342-a	tur:exe	0	Bence de o çok iyi fikir.
01586342-a	tur:exe	1	Ayrıca, spor yapmaya başlarsanız iyi olur.
01586342-a	tur:exe	2	Bana sorarsanız yarın saat beşte başlamak en iyisidir.
01586342-a	tur:exe	3	Biraz Türkçe'yi anlıyorum. Ama iyi konuşamıyorum.
01586342-a	tur:exe	4	Bu baharatı yemeğe eklerseniz daha iyi olur.
01586342-a	tur:exe	5	İsmail Bey, iyi günler.
01586342-a	tur:exe	6	İyi seçmiş miyim ?
01586342-a	tur:exe	7	O yüzden çok iyi hazırlanman gerekir.
01586342-a	tur:count	iyi	8
01586342-a	tur:pron	iyi			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1757.mp3	
01346003-v	tur:lemma	aç-
01346003-v	tur:exe	0	Ahmet kapıyı açtı.
01346003-v	tur:pron	aç-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1642.mp3	
09853467-n	tur:lemma	ağabey
09853467-n	tur:exe	0	Benim ağabeyim doktor.
09853467-n	tur:exe	1	Ağabeyimin bisikleti yeni, benimki eski.
09853467-n	tur:count	ağabey	2
09853467-n	tur:pron	ağabey			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1785.mp3	
09853467-n	tur:lemma	abi
09853467-n	tur:exe	0	Benim ağabeyim doktor.
09853467-n	tur:exe	1	Orada bekleyen benim abim.
09853467-n	tur:count	abi	1
09853467-n	tur:pron	abi			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1797.mp3	
03102654-n	tur:lemma	buzdolabı
03102654-n	tur:exe	0	Turgut buzdolabından, biraları çıkardı.
03102654-n	tur:count	buzdolabı	1
03102654-n	tur:pron	buzdolabı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1567.mp3	
03273913-n	tur:lemma	buzdolabı
03273913-n	tur:exe	0	Turgut buzdolabından, biraları çıkardı.
03273913-n	tur:count	buzdolabı	1
03273913-n	tur:pron	buzdolabı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1567.mp3	
02399595-a	tur:lemma	tatsız
02399595-a	tur:lemma	tatsız tuzsuz
02399595-a	tur:exe	0	Yemek yaptım. Ama tatsız tuzsuz olmuş.
02399595-a	tur:count	tatsız	1
02399595-a	tur:count	tatsız tuzsuz	1
02399595-a	tur:pron	tatsız tuzsuz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1667.mp3	
01716971-a	tur:lemma	tatsız
01716971-a	tur:lemma	tatsız tuzsuz
01716971-a	tur:exe	0	Yemek yaptım. Ama tatsız tuzsuz olmuş.
01716971-a	tur:count	tatsız	1
01716971-a	tur:count	tatsız tuzsuz	1
01716971-a	tur:pron	tatsız tuzsuz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1667.mp3	
07845335-n	tur:lemma	süt
07845335-n	tur:exe	0	Yoğurt sütten yapılır.
07845335-n	tur:count	süt	1
07845335-n	tur:pron	süt			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1650.mp3	
07844042-n	tur:lemma	süt
07844042-n	tur:exe	0	Yoğurt sütten yapılır.
07844042-n	tur:count	süt	1
07844042-n	tur:pron	süt			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1650.mp3	
10780632-n	tur:lemma	eş
10780632-n	tur:exe	0	Eşiniz nasıl?
10780632-n	tur:count	eş	1
10780632-n	tur:pron	eş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1789.mp3	
10780632-n	tur:lemma	eş
10780632-n	tur:exe	0	Eşim iş için Avrupa'da oturuyor.
10780632-n	tur:count	eş	1
10780632-n	tur:pron	eş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1789.mp3	
08625462-n	tur:lemma	sol
08625462-n	tur:exe	0	Sol tarafında büyük bir cami olan bina.
08625462-n	tur:count	sol	1
08625462-n	tur:pron	sol			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1594.mp3	
90000508-n	tur:lemma	gelecek hafta
90000508-n	tur:exe	0	Gelecek hafta görüşürüz.
