# TUFS Basic Chinese, Mandarin Wordnet	cmn	http://www.coelang.tufs.ac.jp/mt/zh/	CC BY 4.0
01901186-a	cmn:pron	慢	màn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_288.mp3	
04956594-n	cmn:lemma	颜色	yánsè__orth:pīnyīn
04956594-n	cmn:exe	0	颜色太艳了。
04956594-n	cmn:count	颜色	1
04956594-n	cmn:pron	颜色	yánsè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_501.mp3	
04674968-n	cmn:lemma	颜色	yánsè__orth:pīnyīn
04674968-n	cmn:exe	0	颜色太艳了。
04674968-n	cmn:count	颜色	1
04674968-n	cmn:pron	颜色	yánsè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_501.mp3	
07109730-n	cmn:lemma	语言	yǔyán__orth:pīnyīn
07109730-n	cmn:exe	0	研究语言是特别难的。
07109730-n	cmn:count	语言	1
07109730-n	cmn:pron	语言	yǔyán	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_475.mp3	
06282651-n	cmn:lemma	语言	yǔyán__orth:pīnyīn
06282651-n	cmn:exe	0	研究语言是特别难的。
06282651-n	cmn:count	语言	1
06282651-n	cmn:pron	语言	yǔyán	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_475.mp3	
00121135-r	cmn:lemma	这样	zhèiyang__orth:pīnyīn
00121135-r	cmn:exe	0	那就这样吧。
00121135-r	cmn:count	这样	1
00121135-r	cmn:pron	这样	zhèiyang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_263.mp3	
04962784-n	cmn:lemma	红色	hóngsè__orth:pīnyīn
04962784-n	cmn:exe	0	带着红色彩条的是翻译人员。
04962784-n	cmn:count	红色	1
04962784-n	cmn:pron	红色	hóngsè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_505.mp3	
03871083-n	cmn:lemma	包裹	bāoguǒ__orth:pīnyīn
03871083-n	cmn:exe	0	把包裹寄给他。
03871083-n	cmn:count	包裹	1
03871083-n	cmn:pron	包裹	bāoguǒ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_219.mp3	
02774630-n	cmn:lemma	包裹	bāoguǒ__orth:pīnyīn
02774630-n	cmn:exe	0	把包裹寄给他。
02774630-n	cmn:count	包裹	1
02774630-n	cmn:pron	包裹	bāoguǒ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_219.mp3	
07891726-n	cmn:lemma	酒	jiǔ__orth:pīnyīn
07891726-n	cmn:exe	0	他越来越爱喝酒了。
07891726-n	cmn:count	酒	2
07891726-n	cmn:pron	酒	jiǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_185.mp3	
07891726-n	cmn:lemma	葡萄酒	pútaojiǔ__orth:pīnyīn
07891726-n	cmn:exe	0	我喜欢喝葡萄酒。
07891726-n	cmn:count	葡萄酒	2
07891726-n	cmn:pron	葡萄酒	pútaojiǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_197.mp3	
07884567-n	cmn:lemma	酒	jiǔ__orth:pīnyīn
07884567-n	cmn:exe	0	他越来越爱喝酒了。
07884567-n	cmn:count	酒	2
07884567-n	cmn:pron	酒	jiǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_185.mp3	
07884567-n	cmn:lemma	葡萄酒	pútaojiǔ__orth:pīnyīn
07884567-n	cmn:exe	0	我喜欢喝葡萄酒。
07884567-n	cmn:count	葡萄酒	2
07884567-n	cmn:pron	葡萄酒	pútaojiǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_197.mp3	
07891433-n	cmn:lemma	酒	jiǔ__orth:pīnyīn
07891433-n	cmn:exe	0	他越来越爱喝酒了。
07891433-n	cmn:count	酒	2
07891433-n	cmn:pron	酒	jiǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_185.mp3	
07891433-n	cmn:lemma	葡萄酒	pútaojiǔ__orth:pīnyīn
07891433-n	cmn:exe	0	我喜欢喝葡萄酒。
07891433-n	cmn:count	葡萄酒	2
07891433-n	cmn:pron	葡萄酒	pútaojiǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_197.mp3	
15164463-n	cmn:lemma	星期五	xīngqīwǔ__orth:pīnyīn
15164463-n	cmn:exe	0	星期五
15164463-n	cmn:count	星期五	1
15164463-n	cmn:pron	星期五	xīngqīwǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_409.mp3	
03581125-n	cmn:lemma	十字路口	shízìlùkǒu__orth:pīnyīn
03581125-n	cmn:exe	0	走到十字路口,往右拐,就是车站。
03581125-n	cmn:count	十字路口	1
03581125-n	cmn:pron	十字路口	shízìlùkǒu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_32.mp3	
02410393-a	cmn:lemma	厚	hòu__orth:pīnyīn
02410393-a	cmn:exe	0	厚厚的地毯
02410393-a	cmn:count	厚	3
02410393-a	cmn:pron	厚	hòu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_264.mp3	
02410393-a	cmn:lemma	粗	cū__orth:pīnyīn
02410393-a	cmn:exe	0	她的腰粗起来了。
02410393-a	cmn:count	粗	1
02410393-a	cmn:pron	粗	cū	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_268.mp3	
02415390-a	cmn:lemma	厚	hòu__orth:pīnyīn
02415390-a	cmn:exe	0	厚厚的地毯
02415390-a	cmn:count	厚	3
02415390-a	cmn:pron	厚	hòu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_264.mp3	
02756821-v	cmn:lemma	下雨	xiàyǔ__orth:pīnyīn
02756821-v	cmn:exe	0	今天下雨，去不了动物园了。
02756821-v	cmn:count	下雨	1
02756821-v	cmn:pron	下雨	xiàyǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_463.mp3	
02529264-a	cmn:lemma	暖和	nuǎnhuo__orth:pīnyīn
02529264-a	cmn:exe	0	春天到了，天气暖和了。
02529264-a	cmn:count	暖和	1
02529264-a	cmn:pron	暖和	nuǎnhuo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_466.mp3	
01546111-v	cmn:lemma	站	zhàn__orth:pīnyīn
01546111-v	cmn:exe	0	他一听就站起来了。
01546111-v	cmn:count	站	1
01546111-v	cmn:pron	站	zhàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_122.mp3	
10142747-n	cmn:lemma	奶奶	nǎinai__orth:pīnyīn
10142747-n	cmn:exe	0	她是我奶奶。
10142747-n	cmn:count	奶奶	1
10142747-n	cmn:pron	奶奶	nǎinai	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_312.mp3	
10142747-n	cmn:lemma	姥姥	lǎolao__orth:pīnyīn
10142747-n	cmn:exe	0	你姥姥身体好吗?
10142747-n	cmn:count	姥姥	1
10142747-n	cmn:pron	姥姥	lǎolao	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_523.mp3	
07679356-n	cmn:lemma	面包	miànbāo__orth:pīnyīn
07679356-n	cmn:exe	0	你们吃面包吗?
07679356-n	cmn:count	面包	1
07679356-n	cmn:pron	面包	miànbāo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_193.mp3	
03259505-n	cmn:lemma	房子	fángzi__orth:pīnyīn
03259505-n	cmn:exe	0	我没有房子住。
03259505-n	cmn:count	房子	1
03259505-n	cmn:pron	房子	fángzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_550.mp3	
03544360-n	cmn:lemma	房子	fángzi__orth:pīnyīn
03544360-n	cmn:exe	0	我没有房子住。
03544360-n	cmn:count	房子	1
03544360-n	cmn:pron	房子	fángzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_550.mp3	
03544360-n	cmn:lemma	家	jiā__orth:pīnyīn
03544360-n	cmn:exe	0	明天星期天，我妈让你到我家去玩儿。
03544360-n	cmn:count	家	1
03544360-n	cmn:pron	家	jiā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_84.mp3	
08559508-n	cmn:lemma	房子	fángzi__orth:pīnyīn
08559508-n	cmn:exe	0	我没有房子住。
08559508-n	cmn:count	房子	1
08559508-n	cmn:pron	房子	fángzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_550.mp3	
08559508-n	cmn:lemma	家	jiā__orth:pīnyīn
08559508-n	cmn:exe	0	明天星期天，我妈让你到我家去玩儿。
08559508-n	cmn:count	家	1
08559508-n	cmn:pron	家	jiā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_84.mp3	
15210486-n	cmn:lemma	二月	èryuè__orth:pīnyīn
15210486-n	cmn:exe	0	今天二月一号。
15210486-n	cmn:count	二月	2
15210486-n	cmn:pron	二月	èryuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_386.mp3	
15167349-n	cmn:lemma	晚上	wǎnshang__orth:pīnyīn
15167349-n	cmn:exe	0	天气预报说，今天晚上有小雨。
15167349-n	cmn:count	晚上	1
15167349-n	cmn:pron	晚上	wǎnshang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_430.mp3	
15155747-n	cmn:lemma	晚上	wǎnshang__orth:pīnyīn
15155747-n	cmn:exe	0	天气预报说，今天晚上有小雨。
15155747-n	cmn:count	晚上	1
15155747-n	cmn:pron	晚上	wǎnshang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_430.mp3	
15167027-n	cmn:lemma	晚上	wǎnshang__orth:pīnyīn
15167027-n	cmn:exe	0	天气预报说，今天晚上有小雨。
15167027-n	cmn:count	晚上	1
15167027-n	cmn:pron	晚上	wǎnshang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_430.mp3	
15167027-n	cmn:lemma	傍晚	bàngwǎn__orth:pīnyīn
15167027-n	cmn:pron	傍晚	bàngwǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_426.mp3	
15167027-n	cmn:lemma	昨夜	zuóyè__orth:pīnyīn
15167027-n	cmn:exe	0	从昨夜开始下的雨好容易停了。
15167027-n	cmn:count	昨夜	2
15167027-n	cmn:pron	昨夜	zuóyè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_545.mp3	
15167474-n	cmn:lemma	晚上	wǎnshang__orth:pīnyīn
15167474-n	cmn:exe	0	天气预报说，今天晚上有小雨。
15167474-n	cmn:count	晚上	1
15167474-n	cmn:pron	晚上	wǎnshang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_430.mp3	
03438257-n	cmn:lemma	杯子	bēizi__orth:pīnyīn
03438257-n	cmn:exe	0	你把杯子拿过来。
03438257-n	cmn:count	杯子	1
03438257-n	cmn:pron	杯子	bēizi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_177.mp3	
08613593-n	cmn:lemma	外面	wàimian__orth:pīnyīn
08613593-n	cmn:exe	0	外面冷,里面暖和。
08613593-n	cmn:count	外面	1
08613593-n	cmn:pron	外面	wàimian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_298.mp3	
03338821-n	cmn:lemma	胶卷	jiāojuǎn__orth:pīnyīn
03338821-n	cmn:exe	0	把胶卷装到相机里。
03338821-n	cmn:count	胶卷	1
03338821-n	cmn:pron	胶卷	jiāojuǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_375.mp3	
06613686-n	cmn:lemma	胶卷	jiāojuǎn__orth:pīnyīn
06613686-n	cmn:exe	0	把胶卷装到相机里。
06613686-n	cmn:count	胶卷	1
06613686-n	cmn:pron	胶卷	jiāojuǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_375.mp3	
06613686-n	cmn:lemma	电影	diànyǐng__orth:pīnyīn
06613686-n	cmn:exe	0	你喜欢听音乐还是喜欢看电影?
06613686-n	cmn:exe	1	上星期六我们看了一个外国电影。
06613686-n	cmn:exe	2	他们看电影。
06613686-n	cmn:count	电影	3
06613686-n	cmn:pron	电影	diànyǐng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_448.mp3	
06262567-n	cmn:lemma	胶卷	jiāojuǎn__orth:pīnyīn
06262567-n	cmn:exe	0	把胶卷装到相机里。
06262567-n	cmn:count	胶卷	1
06262567-n	cmn:pron	胶卷	jiāojuǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_375.mp3	
04096066-n	cmn:lemma	路	lù__orth:pīnyīn
04096066-n	cmn:exe	0	大路上走过来两个人。
04096066-n	cmn:count	路	1
04096066-n	cmn:pron	路	lù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_33.mp3	
15212739-n	cmn:lemma	九月	jiǔyuè__orth:pīnyīn
15212739-n	cmn:exe	0	农历九月九日是重阳节。
15212739-n	cmn:count	九月	1
15212739-n	cmn:pron	九月	jiǔyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_396.mp3	
77000079-a	cmn:lemma	那个	nèige__orth:pīnyīn
77000079-a	cmn:exe	0	那个问题，我们讨论过两次，还准备再讨论一次。
77000079-a	cmn:exe	1	那个地方夏天热得不得了。
77000079-a	cmn:count	那个	2
77000079-a	cmn:pron	那个	nèige	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_257.mp3	
14524198-n	cmn:lemma	阴天	yīntiān__orth:pīnyīn
14524198-n	cmn:exe	0	明天是阴天。
14524198-n	cmn:count	阴天	1
14524198-n	cmn:pron	阴天	yīntiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_468.mp3	
13828795-n	cmn:lemma	竖	shù__orth:pīnyīn
13828795-n	cmn:exe	0	这件行李别竖着放。
13828795-n	cmn:count	竖	1
13828795-n	cmn:pron	竖	shù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_301.mp3	
00543233-n	cmn:lemma	音乐	yīnyuè__orth:pīnyīn
00543233-n	cmn:exe	0	我对音乐有兴趣，
00543233-n	cmn:count	音乐	1
00543233-n	cmn:pron	音乐	yīnyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_452.mp3	
05718556-n	cmn:lemma	音乐	yīnyuè__orth:pīnyīn
05718556-n	cmn:exe	0	我对音乐有兴趣，
05718556-n	cmn:count	音乐	1
05718556-n	cmn:pron	音乐	yīnyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_452.mp3	
05718935-n	cmn:lemma	音乐	yīnyuè__orth:pīnyīn
05718935-n	cmn:exe	0	我对音乐有兴趣，
05718935-n	cmn:count	音乐	1
05718935-n	cmn:pron	音乐	yīnyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_452.mp3	
07020895-n	cmn:lemma	音乐	yīnyuè__orth:pīnyīn
07020895-n	cmn:exe	0	我对音乐有兴趣，
07020895-n	cmn:count	音乐	1
07020895-n	cmn:pron	音乐	yīnyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_452.mp3	
00409709-r	cmn:lemma	附近	fùjìn__orth:pīnyīn
00409709-r	cmn:exe	0	附近有没有派出所?
00409709-r	cmn:count	附近	1
00409709-r	cmn:pron	附近	fùjìn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_551.mp3	
08641113-n	cmn:lemma	附近	fùjìn__orth:pīnyīn
08641113-n	cmn:exe	0	附近有没有派出所?
08641113-n	cmn:count	附近	1
08641113-n	cmn:pron	附近	fùjìn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_551.mp3	
03112099-n	cmn:lemma	走廊	zǒuláng__orth:pīnyīn
03112099-n	cmn:exe	0	他的房间在走廊的尽头。
03112099-n	cmn:count	走廊	1
03112099-n	cmn:pron	走廊	zǒuláng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_126.mp3	
03661043-n	cmn:lemma	图书馆	túshūguǎn__orth:pīnyīn
03661043-n	cmn:exe	0	图书馆的杂志
03661043-n	cmn:exe	1	我在图书馆看书。
03661043-n	cmn:count	图书馆	2
03661043-n	cmn:pron	图书馆	túshūguǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_50.mp3	
07840804-n	cmn:lemma	鸡蛋	jīdàn__orth:pīnyīn
07840804-n	cmn:exe	0	一个鸡蛋
07840804-n	cmn:count	鸡蛋	1
07840804-n	cmn:pron	鸡蛋	jīdàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_359.mp3	
90000502-n	cmn:lemma	今年	jīnnián__orth:pīnyīn
90000502-n	cmn:exe	0	你妹妹今年多大了?
90000502-n	cmn:count	今年	2
90000502-n	cmn:pron	今年	jīnnián	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_412.mp3	
03908204-n	cmn:lemma	铅笔	qiānbǐ__orth:pīnyīn
03908204-n	cmn:exe	0	请你把铅笔借给我用用,好吗?
03908204-n	cmn:count	铅笔	1
03908204-n	cmn:pron	铅笔	qiānbǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_369.mp3	
14796748-n	cmn:lemma	铅笔	qiānbǐ__orth:pīnyīn
14796748-n	cmn:exe	0	请你把铅笔借给我用用,好吗?
14796748-n	cmn:count	铅笔	1
14796748-n	cmn:pron	铅笔	qiānbǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_369.mp3	
05282433-n	cmn:lemma	牙齿	yáchǐ__orth:pīnyīn
05282433-n	cmn:exe	0	我每天花十分种刷牙, 牙齿很干净。
05282433-n	cmn:count	牙齿	1
05282433-n	cmn:pron	牙齿	yáchǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_149.mp3	
05282746-n	cmn:lemma	牙齿	yáchǐ__orth:pīnyīn
05282746-n	cmn:exe	0	我每天花十分种刷牙, 牙齿很干净。
05282746-n	cmn:count	牙齿	1
05282746-n	cmn:pron	牙齿	yáchǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_149.mp3	
01649720-a	cmn:lemma	年轻	niánqīng__orth:pīnyīn
01649720-a	cmn:exe	0	她显得很年轻,其实…
01649720-a	cmn:count	年轻	1
01649720-a	cmn:pron	年轻	niánqīng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_269.mp3	
01646941-a	cmn:lemma	年轻	niánqīng__orth:pīnyīn
01646941-a	cmn:exe	0	她显得很年轻,其实…
01646941-a	cmn:count	年轻	1
01646941-a	cmn:pron	年轻	niánqīng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_269.mp3	
00514884-a	cmn:lemma	整	zhěng__orth:pīnyīn
00514884-a	cmn:exe	0	我干了一整天活儿。
00514884-a	cmn:count	整	1
00514884-a	cmn:pron	整	zhěng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_540.mp3	
00988232-a	cmn:lemma	细	xì__orth:pīnyīn
00988232-a	cmn:exe	0	她眉毛细细的。
00988232-a	cmn:count	细	2
00988232-a	cmn:pron	细	xì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_266.mp3	
01029368-v	cmn:lemma	姓	xìng__orth:pīnyīn
01029368-v	cmn:exe	0	你姓什么？
01029368-v	cmn:exe	1	我姓李，
01029368-v	cmn:count	姓	2
01029368-v	cmn:pron	姓	xìng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_97.mp3	
77000084-n	cmn:lemma	哪儿	nǎr__orth:pīnyīn
77000084-n	cmn:exe	0	今天想休息，哪儿也不去。
77000084-n	cmn:exe	1	你去哪儿?
77000084-n	cmn:count	哪儿	2
77000084-n	cmn:pron	哪儿	nǎr	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_109.mp3	
00220082-a	cmn:lemma	漂亮	piàoliang__orth:pīnyīn
00220082-a	cmn:exe	0	她不很漂亮。
00220082-a	cmn:exe	1	很漂亮的衣服
00220082-a	cmn:count	漂亮	2
00220082-a	cmn:pron	漂亮	piàoliang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_287.mp3	
01586342-a	cmn:lemma	漂亮	piàoliang__orth:pīnyīn
01586342-a	cmn:exe	0	她不很漂亮。
01586342-a	cmn:exe	1	很漂亮的衣服
01586342-a	cmn:count	漂亮	2
01586342-a	cmn:pron	漂亮	piàoliang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_287.mp3	
01346003-v	cmn:lemma	打开	dǎkāi__orth:pīnyīn
01346003-v	cmn:exe	0	把窗户打开。
01346003-v	cmn:count	打开	1
01346003-v	cmn:pron	打开	dǎkāi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_167.mp3	
09853467-n	cmn:lemma	哥哥	gēge__orth:pīnyīn
09853467-n	cmn:exe	0	哥哥十八岁，我十五岁。
09853467-n	cmn:count	哥哥	1
09853467-n	cmn:pron	哥哥	gēge	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_310.mp3	
09853467-n	cmn:lemma	哥哥	gēge__orth:pīnyīn
09853467-n	cmn:exe	0	你哥哥今年多大了?
09853467-n	cmn:count	哥哥	1
09853467-n	cmn:pron	哥哥	gēge	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_310.mp3	
03102654-n	cmn:lemma	冰箱	bīngxiāng__orth:pīnyīn
03102654-n	cmn:exe	0	可乐在冰箱里。
03102654-n	cmn:count	冰箱	1
03102654-n	cmn:pron	冰箱	bīngxiāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_92.mp3	
03273913-n	cmn:lemma	冰箱	bīngxiāng__orth:pīnyīn
03273913-n	cmn:exe	0	可乐在冰箱里。
03273913-n	cmn:count	冰箱	1
03273913-n	cmn:pron	冰箱	bīngxiāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_92.mp3	
02399595-a	cmn:lemma	难吃	nánchī__orth:pīnyīn
02399595-a	cmn:exe	0	这个菜难吃死了。
02399595-a	cmn:count	难吃	1
02399595-a	cmn:pron	难吃	nánchī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_192.mp3	
01716971-a	cmn:lemma	难吃	nánchī__orth:pīnyīn
01716971-a	cmn:exe	0	这个菜难吃死了。
01716971-a	cmn:count	难吃	1
01716971-a	cmn:pron	难吃	nánchī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_192.mp3	
07845335-n	cmn:lemma	牛奶	niúnǎi__orth:pīnyīn
07845335-n	cmn:exe	0	我想喝新鲜的牛奶。
07845335-n	cmn:count	牛奶	1
07845335-n	cmn:pron	牛奶	niúnǎi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_175.mp3	
07844042-n	cmn:lemma	牛奶	niúnǎi__orth:pīnyīn
07844042-n	cmn:exe	0	我想喝新鲜的牛奶。
07844042-n	cmn:count	牛奶	1
07844042-n	cmn:pron	牛奶	niúnǎi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_175.mp3	
10780632-n	cmn:lemma	老婆	lǎopo__orth:pīnyīn
10780632-n	cmn:exe	0	他终于娶了个老婆。
10780632-n	cmn:count	老婆	1
10780632-n	cmn:pron	老婆	lǎopo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_524.mp3	
10780632-n	cmn:lemma	老婆	lǎopo__orth:pīnyīn
10780632-n	cmn:exe	0	他也总算娶上了个老婆。
10780632-n	cmn:count	老婆	1
10780632-n	cmn:pron	老婆	lǎopo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_524.mp3	
10780632-n	cmn:lemma	妻子	qīzi__orth:pīnyīn
10780632-n	cmn:exe	0	这是我妻子。
10780632-n	cmn:count	妻子	1
10780632-n	cmn:pron	妻子	qīzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_488.mp3	
08625462-n	cmn:lemma	左边	zuǒbian__orth:pīnyīn
08625462-n	cmn:exe	0	左边儿看到的是什么呢?
08625462-n	cmn:count	左边	1
08625462-n	cmn:pron	左边	zuǒbian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_119.mp3	
90000508-n	cmn:lemma	下个星期	xiàgexīngqī__orth:pīnyīn
90000508-n	cmn:exe	0	我们下星期就要考试了。
90000508-n	cmn:exe	1	下星期三我去不了了。
90000508-n	cmn:pron	下个星期	xiàgexīngqī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_402.mp3	
01848718-v	cmn:lemma	去	qù__orth:pīnyīn
01848718-v	cmn:exe	0	我去比你来更方便。
01848718-v	cmn:exe	1	我去过北京。
01848718-v	cmn:count	去	2
01848718-v	cmn:pron	去	qù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_1.mp3	
06518719-n	cmn:lemma	车票	chēpiào__orth:pīnyīn
06518719-n	cmn:exe	0	车票丢了。
06518719-n	cmn:count	车票	1
06518719-n	cmn:pron	车票	chēpiào	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_160.mp3	
01470670-v	cmn:lemma	见面	jiàn__orth:pīnyīn
01470670-v	cmn:exe	0	咱们什么时候见面？
01470670-v	cmn:exe	1	咱们在哪儿见面？
01470670-v	cmn:count	见面	2
01470670-v	cmn:pron	见面	jiàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_11.mp3	
02428924-v	cmn:lemma	见面	jiàn__orth:pīnyīn
02428924-v	cmn:exe	0	咱们什么时候见面？
02428924-v	cmn:exe	1	咱们在哪儿见面？
02428924-v	cmn:count	见面	2
02428924-v	cmn:pron	见面	jiàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_11.mp3	
10285313-n	cmn:lemma	男孩子	nánháizi__orth:pīnyīn
10285313-n	cmn:exe	0	我家男孩子都喜欢喝牛奶。
10285313-n	cmn:count	男孩子	1
10285313-n	cmn:pron	男孩子	nánháizi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_490.mp3	
