# TUFS Basic Arabic Wordnet	arb	http://www.coelang.tufs.ac.jp/mt/ar/	CC BY 4.0
15210045-n	arb:lemma	يناير
10286084-n	arb:exe	37	هذا أخي عصام وهذه أختي سارة.
10286084-n	arb:exe	38	دعنا نتقابل في مناسبة أخرى، إن شاء الله.
10286084-n	arb:exe	39	لي أخوان وأخت واحدة.‎
10286084-n	arb:exe	40	في الساعة السابعة والربع أخرج إلى عملي.
10286084-n	arb:exe	41	كيف أكون زوجة له وأنا أعتبره مثل أخي؟
10286084-n	arb:exe	42	هذا أخي عصام وهذه أختي سارة.
10286084-n	arb:exe	43	أخ، أخوان، ثلاثة إخوة، أربعة إخوة، خمسة إخوة
10286084-n	arb:exe	44	هذه أختي.
10286084-n	arb:exe	45	دعنا  نتقابل في مناسبة أخرى، إن شاء الله.
10286084-n	arb:exe	46	عاد أخي وأسرته إلى بيتهم في المساء.
10286084-n	arb:exe	47	أخت، أختان، ثلاث أخوات، أربع أخوات، خمس أخوات
10286084-n	arb:exe	48	أريد أن أنقل أخبار العالم العربيّ بموضوعيّة إلى الشعب اليابانيّ.
10286084-n	arb:exe	49	جاء أخي وأسرته أيضاً.
10286084-n	arb:exe	50	هل لكِ إخوة وأخوات؟‎
10286084-n	arb:exe	51	هل لك إخوة وأخوات؟‎
10286084-n	arb:exe	52	هل لك إخوة وأخوات؟‎
10286084-n	arb:count	أَخٌ	1
10286084-n	arb:pron	أَخٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_289.mp3	
09876454-n	arb:lemma	أَخٌ
09876454-n	arb:exe	0	كان أخي الكبير يعلمني السباحة في النهر القريب من بيتنا.
09876454-n	arb:exe	1	أخي هو لاعب كرة قدم ماهر.
09876454-n	arb:exe	2	هل لك إخوة وأخوات؟ ... نعم، لي أخوان وأختان.
09876454-n	arb:exe	3	لَهُ أَخٌ/ صَوْتٌ جَمِيلٌ.
09876454-n	arb:exe	4	في الساعة السابعة والربع أخرج إلى عملي.
09876454-n	arb:exe	5	سأدفع أنا طبعاً. ... لقد أخجلتني.
09876454-n	arb:exe	6	لي أخوان وأخت واحدة.‎
09876454-n	arb:exe	7	ما اسم أختك؟ ... أختي اسمها دلال.
09876454-n	arb:exe	8	سأدفع أنا طبعاً. ... لقد أخجلتني.
09876454-n	arb:exe	9	لي أخوان وأخت واحدة.‎‎
09876454-n	arb:exe	10	لي أخوان وأخت واحدة.‎
09876454-n	arb:exe	11	أخ، أخوان، ثلاثة إخوة، أربعة إخوة، خمسة إخوة
09876454-n	arb:exe	12	يا تاكيشي، هذا أخي عصام وهذه أختي سارة.
09876454-n	arb:exe	13	عاد أخي وأسرته إلى بيتهم في المساء.
09876454-n	arb:exe	14	أرجو أن أراك مرّة أخرى. ... إن شاء الله.‎
09876454-n	arb:exe	15	ما اسم أخيك؟ ... أخي اسمه عصام.
09876454-n	arb:exe	16	لقد أخجلتني.
09876454-n	arb:exe	17	أيّهما أكبر، أخوك أم أنت؟
09876454-n	arb:exe	18	دعنا نتقابل في مناسبة أخرى، إن شاء الله.
09876454-n	arb:exe	19	للأسف الشديد أنا مشغول يومي يوم الخميس والأحد، لذلك لا أستطيع أن أخرج معك .
09876454-n	arb:exe	20	لي أخوان وأخت واحدة.‎‎
09876454-n	arb:exe	21	أنا بطيء الفهم سريع النسيان، فأرجو أن تشرح لي مرة أخرى.
09876454-n	arb:exe	22	هذا أخي عصام وهذه أختي سارة.‎
09876454-n	arb:exe	23	تحب أختي التسوق.
09876454-n	arb:exe	24	هذا أخي.
09876454-n	arb:exe	25	كيف أكون زوجة له وأنا أعتبره مثل أخي؟
09876454-n	arb:exe	26	أنا أصغر من أختي بسنتين.
09876454-n	arb:exe	27	هي صديقتي الحميمة وأعتبرها مثل أختي.
09876454-n	arb:exe	28	على كلّ حال، أرجو أن أراك مرّة أخرى.
09876454-n	arb:exe	29	أرجو أن أراك مرّة أخرى. ... إن شاء الله.‎
09876454-n	arb:exe	30	جاء أخي وأسرته أيضاً.
09876454-n	arb:exe	31	أخت، أختان، ثلاث أخوات، أربع أخوات، خمس أخوات
09876454-n	arb:exe	32	كانت أختي تقرأ جريدة عندما دخلت غرفتها.
09876454-n	arb:exe	33	ما اسم أختك؟ ... أختي اسمها دلال.
09876454-n	arb:exe	34	ما اسم أخيك؟ ... أخي اسمه عصام.
09876454-n	arb:exe	35	أريد أن أنقل أخبار العالم العربي بموضوعيّة إلى الشعب اليابانيّ.
09876454-n	arb:exe	36	فأريد أن أنقل أخبار العالم العربيّ بموضوعيّة إلى الشعب اليابانيّ.
09876454-n	arb:exe	37	هذا أخي عصام وهذه أختي سارة.
09876454-n	arb:exe	38	دعنا نتقابل في مناسبة أخرى، إن شاء الله.
09876454-n	arb:exe	39	لي أخوان وأخت واحدة.‎
09876454-n	arb:exe	40	في الساعة السابعة والربع أخرج إلى عملي.
09876454-n	arb:exe	41	كيف أكون زوجة له وأنا أعتبره مثل أخي؟
09876454-n	arb:exe	42	هذا أخي عصام وهذه أختي سارة.
09876454-n	arb:exe	43	أخ، أخوان، ثلاثة إخوة، أربعة إخوة، خمسة إخوة
09876454-n	arb:exe	44	هذه أختي.
09876454-n	arb:exe	45	دعنا  نتقابل في مناسبة أخرى، إن شاء الله.
09876454-n	arb:exe	46	عاد أخي وأسرته إلى بيتهم في المساء.
09876454-n	arb:exe	47	أخت، أختان، ثلاث أخوات، أربع أخوات، خمس أخوات
09876454-n	arb:exe	48	أريد أن أنقل أخبار العالم العربيّ بموضوعيّة إلى الشعب اليابانيّ.
09876454-n	arb:exe	49	جاء أخي وأسرته أيضاً.
09876454-n	arb:exe	50	هل لكِ إخوة وأخوات؟‎
09876454-n	arb:exe	51	هل لك إخوة وأخوات؟‎
09876454-n	arb:exe	52	هل لك إخوة وأخوات؟‎
09876454-n	arb:count	أَخٌ	1
09876454-n	arb:pron	أَخٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_289.mp3	
80001731-n	arb:lemma	طالب أجنبي	طلاب أجانب__morph:pl
80001731-n	arb:exe	0	في جامعتنا عدد كبير من الطلاب الأجانب.
80001731-n	arb:pron	طالب أجنبي			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_124.mp3	
77000031-n	arb:lemma	هم
77000031-n	arb:exe	0	هم طلاب من الجامعة نفسها.
77000031-n	arb:count	هم	1
77000031-n	arb:pron	هم			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_231.mp3	
77000031-n	arb:lemma	هي
77000031-n	arb:exe	0	تطبخ أمي وهي تغني في المطبخ.
77000031-n	arb:count	هي	1
77000031-n	arb:pron	هي			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_473.mp3	
77000031-n	arb:lemma	هو
77000031-n	arb:exe	0	أخي هو لاعب كرة قدم ماهر.
77000031-n	arb:exe	1	هو دائما يلبس الحذاء دون الجورب.
77000031-n	arb:exe	2	يغني ذلك المطرب وهو يعزف على الجيتار.
77000031-n	arb:exe	3	هو رجل مستقيم.
77000031-n	arb:exe	4	هذا هو الكتاب الذي قرأته أول أمس.
77000031-n	arb:exe	5	هو يعيد كلامه كثيرا كالمسجل.
77000031-n	arb:count	هو	6
77000031-n	arb:pron	هو			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_230.mp3	
00934199-a	arb:lemma	رَخِيصٌ
00934199-a	arb:exe	0	الدجاج أرخص من تلك اللحوم.
00934199-a	arb:exe	1	أريد أن أشتري حاسوباً جديداً إذا كان رخيصاً.
00934199-a	arb:exe	2	إذا لم يكن رخيصاً فلن أشتري. 
00934199-a	arb:exe	3	إذا لم يكن رخيصاً فلن أشتريه. 
00934199-a	arb:exe	4	أريد أن أشتري حاسوباً جديداً إذا كان رخيصاً.
00934199-a	arb:exe	5	في السنة الماضية حصلت بنت عمي على رخصة القيادة.
00934199-a	arb:exe	6	أليس عندك تنّورة أرخص بقليل؟
00934199-a	arb:exe	7	أليس عندك تنّورة أرخص بقليل؟
00934199-a	arb:pron	رَخِيصٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_60.mp3	
00935103-a	arb:lemma	رَخِيصٌ
00935103-a	arb:exe	0	الدجاج أرخص من تلك اللحوم.
00935103-a	arb:exe	1	أريد أن أشتري حاسوباً جديداً إذا كان رخيصاً.
00935103-a	arb:exe	2	إذا لم يكن رخيصاً فلن أشتري. 
00935103-a	arb:exe	3	إذا لم يكن رخيصاً فلن أشتريه. 
00935103-a	arb:exe	4	أريد أن أشتري حاسوباً جديداً إذا كان رخيصاً.
00935103-a	arb:exe	5	في السنة الماضية حصلت بنت عمي على رخصة القيادة.
00935103-a	arb:exe	6	أليس عندك تنّورة أرخص بقليل؟
00935103-a	arb:exe	7	أليس عندك تنّورة أرخص بقليل؟
00935103-a	arb:pron	رَخِيصٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_60.mp3	
02747802-n	arb:lemma	مطفأة السجائر
02747802-n	arb:exe	0	أين مطفأة السجائر؟
02747802-n	arb:count	مطفأة السجائر	1
02747802-n	arb:pron	مطفأة السجائر			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_404.mp3	
15213115-n	arb:lemma	أكتوبر
15213115-n	arb:exe	0	وكان البلدان قد استأنفا العلاقات الدبلوماسية بينهما في شهر أكتوبر الماضي.
15213115-n	arb:count	أكتوبر	1
15213115-n	arb:pron	أكتوبر			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_358.mp3	
15213115-n	arb:lemma	أُكْتُوبِرُ
15213115-n	arb:exe	0	وكان البلدان قد استأنفا العلاقات الدبلوماسية بينهما في شهر أكتوبر الماضي.
15213115-n	arb:pron	أُكْتُوبِرُ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_773.mp3	
15213115-n	arb:lemma	تِشْرِينُ ٱلْأَوَّلُ
15213115-n	arb:pron	تِشْرِينُ ٱلْأَوَّلُ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_1023.mp3	
15203791-n	arb:lemma	سَنَةٌ
15203791-n	arb:exe	0	أنا أصغر من أختي بسنتين.
15203791-n	arb:exe	1	يذهب كثير من السياح اليابانيين إلى مصر كل سنة.
15203791-n	arb:exe	2	الشتاء في هذه السنة دافئ جدا فلا أشعر بالحاجة إلى المدفأة.
15203791-n	arb:exe	3	في اليابان شهر فبراير أبرد شهر في السنة.
15203791-n	arb:exe	4	في السنة الماضية حصلت بنت عمي على رخصة القيادة.
15203791-n	arb:exe	5	سأزورك في السنة القادمة إن شاء الله.
15203791-n	arb:exe	6	سأحصل على شهادة الدكتوراه في السنة بعد القادمة إن شاء الله.
15203791-n	arb:exe	7	أتيت إلى اليابان في السنة قبل الماضية.
15203791-n	arb:exe	8	يغطي الثلج قمة هذا الجبل طوال السنة.
15203791-n	arb:exe	9	السنة الأولى، السنة الثانية، السنة الثالثة ...
15203791-n	arb:exe	10	عمري تسع عشرة سنة.
15203791-n	arb:exe	11	سنة ألف وتسع مئة وخمس وتسعين
15203791-n	arb:exe	12	أبي عمره ثلاث وخمسون سنة.
15203791-n	arb:exe	13	عمري تسع عشرة سنة.
15203791-n	arb:exe	14	الأسبوع القادم، الشهر القادم، السنة القادمة
15203791-n	arb:exe	15	سنة ألف وتسع مئة وخمس وتسعين
15203791-n	arb:exe	16	عمري ٣٧ سنة.
15203791-n	arb:exe	17	الأسبوع الماضي، الشهر الماضي، السنة الماضية
15203791-n	arb:exe	18	زوجتي عمرها ٢٩ سنة.
15203791-n	arb:exe	19	الأسبوع الماضي، الشهر الماضي، السنة الماضية
15203791-n	arb:exe	20	زوجتي عمرها ٢٩ سنة.
15203791-n	arb:exe	21	أبي عمره ثلاث وخمسون سنة.
15203791-n	arb:exe	22	الأسبوعَ القادم، الشهرَ القادم، السنة القادمة
15203791-n	arb:exe	23	أبي عمره ثلاث وخمسون سنة.
15203791-n	arb:exe	24	الأسبوعَ الماضي، الشهرَ الماضي، السنة الماضية
15203791-n	arb:exe	25	عمري ٣٧ سنة.
15203791-n	arb:exe	26	السنة الأولى، السنة الثانية، السنة الثالثة ...
15203791-n	arb:exe	27	ابني عمره ٥ سنوات وبنتي عمرها سنتان.
15203791-n	arb:exe	28	هي أكبر منّي بـ ٣ سنوات.
15203791-n	arb:exe	29	ابني عمره ٥ سنوات وبنتي عمرها سنتان.
15203791-n	arb:exe	30	ابني عمره ٥ سنوات وبنتي عمرها سنتان.
15203791-n	arb:exe	31	ولكن إذا كان الجوّ ممطراً فماذا سنفعل؟
15203791-n	arb:exe	32	آه، سنقيم حفلة في بيتي الأسبوع القادم.
15203791-n	arb:exe	33	عندما نجدها سنتّصل بك فوراً.
15203791-n	arb:exe	34	هذا الرف طوله 90 سنتيمترا وعرضه 50 سنتيمترا.
15203791-n	arb:exe	35	وعندما نجدها سنتصل بك فوراً.
15203791-n	arb:exe	36	بعد أن تنتهي الحفلة الموسيقية سنذهب للعشاء.
15203791-n	arb:exe	37	ولكن إذا كان الجوّ ممطراً فماذا سنفعل؟
15203791-n	arb:exe	38	ولكن إذا كان الجوّ ممطراً فماذا سنفعل؟
15203791-n	arb:exe	39	بتأكيد سأحضر محاضرة الأستاذ حسن في الأسبوع القادم إن شاء الله.
15203791-n	arb:exe	40	بعد أن تنتهي الحفلة الموسيقيّة سنذهب للعشاء.
15203791-n	arb:exe	41	عندما نجدها سنتّصل بك فوراً.
15203791-n	arb:exe	42	ولكن إذا كان الجوّ ممطراً فماذا سنفعل؟
15203791-n	arb:pron	سَنَةٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_373.mp3	
03619890-n	arb:lemma	مَطْبَخٌ
03619890-n	arb:exe	0	تطبخ أمي وهي تغني في المطبخ.
03619890-n	arb:exe	1	انكسرت كل الصحون في المطبخ بسبب الزلزال.
03619890-n	arb:exe	2	تطبخ أمّي وهي تغنّي في المطبخ.
03619890-n	arb:exe	3	وتعلّمت طبخها أيضاً.
03619890-n	arb:exe	4	تطبخ أمّي وهي تغنّي في المطبخ.
03619890-n	arb:pron	مَطْبَخٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_223.mp3	
00273734-v	arb:lemma	عَلَّمَ
00273734-v	arb:exe	0	كان أخي الكبير يعلمني السباحة في النهر القريب من بيتنا.
00273734-v	arb:exe	1	نَحْنُ لَنَا قِيَمٌ عَلَّمَنَا إَيَّاهَا ٱلْإِسْلَامُ
00273734-v	arb:exe	2	لَا بُدَّ لَهُ مِنْ أَنْ يَتَعَلَّمَ ٱللُّغَةَ ٱلْعَرَبِيَّةَ.
00273734-v	arb:exe	3	يقول بعض العرب "العلم في الرأس وليس في الكراس".
00273734-v	arb:count	عَلَّمَ	2
00273734-v	arb:pron	عَلَّمَ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_133.mp3	
00273734-v	arb:lemma	دَرَّسَ
00273734-v	arb:pron	دَرَّسَ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_1325.mp3	
00829107-v	arb:lemma	عَلَّمَ
00829107-v	arb:exe	0	كان أخي الكبير يعلمني السباحة في النهر القريب من بيتنا.
00829107-v	arb:exe	1	نَحْنُ لَنَا قِيَمٌ عَلَّمَنَا إَيَّاهَا ٱلْإِسْلَامُ
00829107-v	arb:exe	2	لَا بُدَّ لَهُ مِنْ أَنْ يَتَعَلَّمَ ٱللُّغَةَ ٱلْعَرَبِيَّةَ.
00829107-v	arb:exe	3	يقول بعض العرب "العلم في الرأس وليس في الكراس".
00829107-v	arb:count	عَلَّمَ	2
00829107-v	arb:pron	عَلَّمَ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_133.mp3	
00829107-v	arb:lemma	دَرَّسَ
00829107-v	arb:pron	دَرَّسَ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_1325.mp3	
00963570-v	arb:lemma	تَكَلَّمَ
00963570-v	arb:exe	0	كلامك سريع، أرجوك، تكلم ببطء.
00963570-v	arb:exe	1	أَسْتَطِيعُ أَنْ أَتَكَلَّمَ ٱللُّغَةَ ٱلْعَرَبِيَّةَ.
00963570-v	arb:exe	2	ساعة (ـات)، لغة (ـات)، كلمة (ـات)
00963570-v	arb:exe	3	وأسجّل كلمات تعلّمتها كيلا أنسى.
00963570-v	arb:exe	4	هل من الممكن أن تشرحي لي معنى كلمة "معذرة"؟
